,word1,word1_tag,word2,word2_tag,simi
1629,fire,n,sand,n,23.0
1630,sit,v,staircase,n,23.0
1631,blue,j,dark,j,23.0
1632,nail,n,rusty,j,23.0
1633,ceiling,n,marble,n,23.0
1634,basket,n,dinner,n,23.0
1635,card,n,party,n,23.0
1636,bright,j,foliage,n,23.0
1637,cold,j,drip,v,23.0
1638,lamb,n,snow,n,23.0
1639,cafe,n,relax,v,23.0
1640,cathedral,n,ruin,n,23.0
1641,hill,n,river,n,23.0
1642,friend,n,night,n,23.0
1643,orange,j,shade,n,23.0
1644,live,v,male,n,23.0
1645,coffee,n,lunch,n,23.0
1646,key,j,palace,n,23.0
1647,shop,n,show,n,23.0
1648,burger,n,dessert,n,23.0
1649,morning,n,relax,v,23.0
1650,craft,n,note,n,23.0
1651,dessert,n,sandwich,n,23.0
1652,dirty,j,feel,v,23.0
1653,beer,n,patio,n,23.0
1654,eat,v,frozen,j,23.0
1655,brick,n,porch,n,23.0
1656,ceiling,n,door,n,23.0
1657,deer,n,insect,n,23.0
1658,happy,j,home,n,23.0
1659,rock,n,track,n,23.0
1660,footprint,n,tile,n,23.0
1661,exhibition,n,work,n,23.0
1662,city,n,lamp,n,23.0
1663,cute,j,lady,n,23.0
1664,shade,n,white,j,23.0
1665,beauty,n,orchid,n,23.0
1666,hummingbird,n,rodent,n,23.0
1667,haircut,n,sexy,j,23.0
1668,arch,n,concrete,j,23.0
1669,airport,n,asphalt,n,23.0
1670,air,n,dew,n,23.0
1671,pregnancy,n,sit,v,23.0
1672,frost,n,plant,n,23.0
1673,forest,n,hummingbird,n,23.0
1674,kiss,n,smile,n,23.0
1675,eat,v,rabbit,n,23.0
1676,autumn,n,shade,n,23.0
1677,guy,n,kid,n,23.0
1678,fall,v,love,n,23.0
1679,oak,n,rose,n,23.0
1680,city,n,firework,n,23.0
1681,lamb,n,mother,n,23.0
1682,cone,n,diamond,n,23.0
1683,concrete,j,school,n,23.0
1684,scenery,n,sketch,n,23.0
1685,face,n,guy,n,23.0
1686,scenery,n,shore,n,23.0
1687,daisy,n,gravestone,n,23.0
1688,field,n,skyscraper,n,23.0
1689,leather,n,rope,n,23.0
1690,sink,v,sunset,n,23.0
1691,amphibian,n,brown,j,23.0
1692,evening,n,misty,j,23.0
1693,miniature,j,painting,n,23.0
1694,dessert,n,wine,n,23.0
1695,foliage,n,tall,j,23.0
1696,evening,n,lunch,n,23.0
1697,dark,j,orange,j,23.0
1698,dessert,n,lunch,n,23.0
1699,misty,j,mountain,n,23.0
1700,boy,n,hand,n,23.0
1701,dessert,n,soup,n,23.0
1702,blue,j,skirt,n,22.0
1703,dark,j,pink,j,22.0
1704,interior,n,patio,n,22.0
1705,sunny,j,wet,j,22.0
1706,camera,n,painting,n,22.0
1707,automobile,n,police,n,22.0
1708,boardwalk,n,evening,n,22.0
1709,guy,n,smile,n,22.0
1710,sit,v,time,n,22.0
1711,pink,j,skirt,n,22.0
1712,ivy,n,wall,n,22.0
1713,rock,n,sing,v,22.0
1714,action,n,truck,n,22.0
1715,hill,n,shore,n,22.0
1716,happy,j,morning,n,22.0
1717,demolition,n,skyscraper,n,22.0
1718,happy,j,idea,n,22.0
1719,hummingbird,n,reptile,n,22.0
1720,breakfast,n,sit,v,22.0
1721,light,n,sleep,v,22.0
1722,cute,j,feel,v,22.0
1723,bead,n,gold,n,22.0
1724,clothes,n,haircut,n,22.0
1725,evening,n,sunshine,n,22.0
1726,foliage,n,violet,n,22.0
1727,cathedral,n,interior,n,22.0
1728,post,v,quote,n,22.0
1729,mammal,n,pelican,n,22.0
1730,escalator,n,underground,j,22.0
1731,band,n,outfit,n,22.0
1732,church,n,interior,n,22.0
1733,market,n,sushi,n,22.0
1734,grey,j,rusty,j,22.0
1735,arch,n,brick,n,22.0
1736,feel,v,sleep,v,22.0
1737,insect,n,twig,n,22.0
1738,colorful,j,toy,n,22.0
1739,cherry,n,vine,n,22.0
1740,dessert,n,noodle,n,22.0
1741,black,j,pencil,n,22.0
1742,band,n,track,n,22.0
1743,happy,j,sleep,v,22.0
1744,skate,n,vehicle,n,22.0
1745,dessert,n,rice,n,22.0
1746,movie,n,shopping,n,22.0
1747,shade,n,twig,n,22.0
1748,frost,n,sunny,j,22.0
1749,misty,j,sky,n,22.0
1750,misty,j,sunset,n,22.0
1751,black,j,stripe,n,22.0
1752,church,n,porch,n,22.0
1753,morning,n,smile,n,22.0
1754,autumn,n,frost,n,22.0
1755,bath,n,patio,n,22.0
1756,person,n,stair,n,22.0
1757,pumpkin,n,valley,n,22.0
1758,dark,j,pod,n,22.0
1759,child,n,live,v,22.0
1760,orchid,n,patio,n,22.0
1761,shade,n,yellow,j,21.0
1762,dirty,j,drip,v,21.0
1763,key,j,stone,n,21.0
1764,people,n,stair,n,21.0
1765,bathroom,n,staircase,n,21.0
1766,dome,n,interior,n,21.0
1767,breakfast,n,hotel,n,21.0
1768,bike,n,patio,n,21.0
1769,female,j,old,j,21.0
1770,glitter,v,smile,n,21.0
1771,downtown,j,shore,n,21.0
1772,fruit,n,sunflower,n,21.0
1773,feline,j,reptile,n,21.0
1774,run,v,train,n,21.0
1775,shopping,n,street,n,21.0
1776,cat,n,garden,n,21.0
1777,cute,j,mom,n,21.0
1778,steel,n,wing,n,21.0
1779,guy,n,walk,v,21.0
1780,horse,n,work,n,21.0
1781,chipmunk,n,wolf,n,21.0
1782,red,j,shade,n,21.0
1783,school,n,traffic,n,21.0
1784,dance,n,hotel,n,21.0
1785,sunny,j,winter,n,21.0
1786,ceramic,j,colour,n,21.0
1787,house,n,poster,n,21.0
1788,colorful,j,frame,n,21.0
1789,sweet,j,vine,n,21.0
1790,barn,n,food,n,21.0
1791,field,n,squirrel,n,21.0
1792,brown,j,hawk,n,21.0
1793,city,n,small,j,21.0
1794,dark,j,violet,n,21.0
1795,brick,n,interior,n,21.0
1796,couple,n,female,j,21.0
1797,cliff,n,sand,n,21.0
1798,key,j,motor,n,21.0
1799,square,j,town,n,21.0
1800,misty,j,sunny,j,21.0
1801,jean,n,wash,v,21.0
1802,foot,n,piano,n,21.0
1803,model,n,toe,n,21.0
1804,crystal,n,spiral,n,21.0
1805,cliff,n,shore,n,21.0
1806,lake,n,whale,n,21.0
1807,shore,n,waterfall,n,21.0
1808,foliage,n,pink,j,21.0
1809,hawk,n,insect,n,21.0
1810,curl,v,whisker,n,21.0
1811,dessert,n,pepper,n,21.0
1812,dinner,n,room,n,21.0
1813,art,n,drive,n,21.0
1814,drop,v,time,n,21.0
1815,hang,v,sit,v,21.0
1816,skin,n,sunglasses,n,21.0
1817,lunch,n,morning,n,21.0
1818,drug,n,musician,n,21.0
1819,redhead,n,rusty,j,21.0
1820,live,v,race,n,21.0
1821,fall,v,stand,v,21.0
1822,cliff,n,fence,n,21.0
1823,misty,j,snow,n,21.0
1824,gasoline,n,town,n,21.0
1825,decoration,n,twig,n,21.0
1826,flower,n,shade,n,21.0
1827,skin,n,skirt,n,21.0
1828,feel,v,idea,n,21.0
1829,ruin,n,town,n,21.0
1830,bedroom,n,breakfast,n,21.0
1831,lunch,n,relax,v,21.0
1832,fountain,n,hill,n,20.0
1833,couple,n,male,n,20.0
1834,bathroom,n,patio,n,20.0
1835,dusk,n,hummingbird,n,20.0
1836,guitar,n,vinyl,n,20.0
1837,bright,j,fruit,n,20.0
1838,dead,j,hang,v,20.0
1839,heart,n,wing,n,20.0
1840,salad,n,sunflower,n,20.0
1841,bedroom,n,patio,n,20.0
1842,badge,n,metro,n,20.0
1843,fun,n,time,n,20.0
1844,dark,j,red,j,20.0
1845,concrete,j,interior,n,20.0
1846,cone,n,windmill,n,20.0
1847,racing,n,shirt,n,20.0
1848,mom,n,smile,n,20.0
1849,object,n,scooter,n,20.0
1850,cone,n,hill,n,20.0
1851,breakfast,n,relax,v,20.0
1852,friend,n,relax,v,20.0
1853,fun,n,guy,n,20.0
1854,black,j,bright,j,20.0
1855,dancer,n,palace,n,20.0
1856,frozen,j,salad,n,20.0
1857,brown,j,hummingbird,n,20.0
1858,escalator,n,railway,n,20.0
1859,camel,n,outdoor,j,20.0
1860,autumn,n,bud,n,20.0
1861,male,n,old,j,20.0
1862,hold,v,nest,n,20.0
1863,cute,j,mammal,n,20.0
1864,baseball,n,show,n,20.0
1865,patio,n,spring,n,20.0
1866,mammal,n,nest,n,20.0
1867,cow,n,pregnancy,n,20.0
1868,fun,n,night,n,20.0
1869,game,n,rocket,n,20.0
1870,downtown,j,ruin,n,20.0
1871,makeup,n,people,n,20.0
1872,interior,n,porch,n,20.0
1873,bed,n,patio,n,20.0
1874,relax,v,sunshine,n,20.0
1875,dark,j,yellow,j,20.0
1876,floor,n,sit,v,20.0
1877,grave,n,number,n,20.0
1878,mill,n,sunflower,n,20.0
1879,farm,n,wind,n,20.0
1880,cold,j,wash,v,20.0
1881,drip,v,hot,j,20.0
1882,idea,n,people,n,20.0
1883,couple,n,old,j,20.0
1884,food,n,gull,n,20.0
1885,gate,n,hotel,n,20.0
1886,glitter,v,night,n,20.0
1887,cold,j,sun,n,20.0
1888,chicken,n,pepper,n,20.0
1889,salad,n,sweet,j,20.0
1890,porch,n,stone,n,20.0
1891,coffee,n,room,n,20.0
1892,berry,n,bright,j,20.0
1893,amphibian,n,hummingbird,n,20.0
1894,flamingo,n,insect,n,20.0
1895,club,n,shirt,n,20.0
1896,porch,n,tower,n,20.0
1897,skateboard,n,swimsuit,n,20.0
1898,desert,n,road,n,20.0
1899,kiss,n,tear,n,20.0
1900,feather,n,grey,j,20.0
1901,club,n,match,n,19.0
1902,sit,v,sleep,v,19.0
1903,chapel,n,porch,n,19.0
1904,figure,n,spiral,n,19.0
1905,bud,n,purple,j,19.0
1906,bird,n,shade,n,19.0
1907,blonde,j,dark,j,19.0
1908,burger,n,frozen,j,19.0
1909,chain,n,engine,n,19.0
1910,bathroom,n,porch,n,19.0
1911,country,n,work,n,19.0
1912,leave,v,stop,v,19.0
1913,desk,n,white,j,19.0
1914,object,n,piano,n,19.0
1915,can,n,mill,n,19.0
1916,female,j,race,n,19.0
1917,frost,n,sunshine,n,19.0
1918,soup,n,sweet,j,19.0
1919,black,j,seat,n,19.0
1920,lion,n,pelican,n,19.0
1921,graffito,n,interior,n,19.0
1922,apartment,n,sleep,v,19.0
1923,cold,j,summer,n,19.0
1924,market,n,orange,j,19.0
1925,guy,n,kiss,n,19.0
1926,dirty,j,guy,n,19.0
1927,arm,n,caterpillar,n,19.0
1928,foliage,n,frost,n,19.0
1929,gravestone,n,pattern,n,19.0
1930,shop,n,summer,n,19.0
1931,petal,n,shade,n,19.0
1932,gull,n,mammal,n,19.0
1933,cone,n,palm,n,19.0
1934,makeup,n,town,n,19.0
1935,gull,n,insect,n,19.0
1936,dessert,n,meat,n,19.0
1937,morning,n,sit,v,19.0
1938,doll,n,new,j,19.0
1939,butterfly,n,glitter,v,19.0
1940,interior,n,skyscraper,n,19.0
1941,market,n,white,j,19.0
1942,cute,j,fun,n,19.0
1943,night,n,sunny,j,19.0
1944,bed,n,staircase,n,19.0
1945,miniature,j,paint,v,19.0
1946,bloom,n,glitter,v,19.0
1947,evening,n,friend,n,19.0
1948,city,n,mill,n,19.0
1949,coast,n,downtown,j,18.0
1950,dew,n,sunshine,n,18.0
1951,dragonfly,n,underwater,j,18.0
1952,star,n,storm,n,18.0
1953,patio,n,wash,v,18.0
1954,cold,j,ear,n,18.0
1955,house,n,windmill,n,18.0
1956,fly,v,toy,n,18.0
1957,breakfast,n,evening,n,18.0
1958,hang,v,rusty,j,18.0
1959,dinner,n,relax,v,18.0
1960,aircraft,n,door,n,18.0
1961,porch,n,ruin,n,18.0
1962,cop,n,dirty,j,18.0
1963,cross,n,tower,n,18.0
1964,city,n,old,j,18.0
1965,cold,j,sunshine,n,18.0
1966,dragon,n,metal,n,18.0
1967,light,n,shed,v,18.0
1968,hotel,n,library,n,18.0
1969,feel,v,friend,n,18.0
1970,parking,n,scenery,n,18.0
1971,ruin,n,tower,n,18.0
1972,abandon,v,railroad,n,18.0
1973,bright,j,violet,n,18.0
1974,couple,n,makeup,n,18.0
1975,dude,n,smile,n,18.0
1976,dirty,j,rabbit,n,18.0
1977,smile,n,walk,v,18.0
1978,autumn,n,daffodil,n,18.0
1979,hotel,n,sand,n,18.0
1980,crystal,n,dirt,n,18.0
1981,reptile,n,stork,n,18.0
1982,coast,n,sink,v,18.0
1983,dark,j,rusty,j,18.0
1984,band,n,vinyl,n,18.0
1985,parrot,n,reptile,n,18.0
1986,steel,n,town,n,18.0
1987,architecture,n,table,n,18.0
1988,bedroom,n,porch,n,18.0
1989,aquarium,n,seagull,n,18.0
1990,butterfly,n,transformer,n,18.0
1991,feel,v,sit,v,18.0
1992,landscape,n,stadium,n,18.0
1993,lunch,n,walk,v,18.0
1994,church,n,cookie,n,18.0
1995,stripe,n,violet,n,18.0
1996,origami,n,white,j,18.0
1997,bag,n,flag,n,18.0
1998,escalator,n,station,n,18.0
1999,dawn,n,snow,n,18.0
2000,green,j,lantern,n,18.0
2001,painting,n,work,n,18.0
2002,pigeon,n,round,n,18.0
2003,haircut,n,smile,n,18.0
2004,coast,n,sketch,n,18.0
2005,colorful,j,duck,n,18.0
2006,man,n,stand,v,18.0
2007,demolition,n,interior,n,18.0
2008,pelican,n,toe,n,18.0
2009,garage,n,garden,n,18.0
2010,brown,j,insect,n,18.0
2011,family,n,old,j,18.0
2012,brown,j,pelican,n,18.0
2013,fountain,n,parade,n,18.0
2014,fungus,n,insect,n,18.0
2015,female,j,live,v,18.0
2016,frost,n,hot,j,18.0
2017,handle,v,shop,n,17.0
2018,happy,j,stand,v,17.0
2019,collection,n,work,n,17.0
2020,pepper,n,sunflower,n,17.0
2021,graphic,j,roof,n,17.0
2022,play,v,spiral,n,17.0
2023,cute,j,fashion,n,17.0
2024,ball,n,square,j,17.0
2025,red,j,tea,n,17.0
2026,port,n,sweet,j,17.0
2027,lunch,n,sunny,j,17.0
2028,night,n,stop,v,17.0
2029,muscle,n,nature,n,17.0
2030,guy,n,sit,v,17.0
2031,game,n,scooter,n,17.0
2032,interior,n,toy,n,17.0
2033,gate,n,pebble,n,17.0
2034,blue,j,sock,n,17.0
2035,bedroom,n,pool,n,17.0
2036,graveyard,n,house,n,17.0
2037,foot,n,friend,n,17.0
2038,cute,j,idea,n,17.0
2039,bed,n,picture,n,17.0
2040,glass,n,road,n,17.0
2041,bed,n,kitchen,n,17.0
2042,dusk,n,gull,n,17.0
2043,bicycle,n,green,j,17.0
2044,shade,n,whale,n,17.0
2045,lab,n,spider,n,17.0
2046,bar,n,stair,n,17.0
2047,hang,v,time,n,17.0
2048,reptile,n,swim,v,17.0
2049,happy,j,night,n,17.0
2050,dude,n,fun,n,17.0
2051,branch,n,tea,n,17.0
2052,club,n,play,v,17.0
2053,garbage,n,lunch,n,17.0
2054,interior,n,tower,n,17.0
2055,breakfast,n,people,n,17.0
2056,couple,n,race,n,17.0
2057,bay,n,porch,n,17.0
2058,country,n,library,n,17.0
2059,black,j,cigarette,n,17.0
2060,handle,v,tram,n,17.0
2061,feel,v,stair,n,17.0
2062,oak,n,petal,n,17.0
2063,lake,n,town,n,17.0
2064,play,v,sign,v,17.0
2065,old,j,race,n,17.0
2066,parade,n,store,n,17.0
2067,jellyfish,n,texture,n,17.0
2068,curl,v,leaf,n,17.0
2069,hummingbird,n,moss,n,17.0
2070,book,n,gold,n,17.0
2071,desk,n,match,n,17.0
2072,handle,v,lighting,n,17.0
2073,frozen,j,soup,n,17.0
2074,dude,n,sit,v,17.0
2075,amphibian,n,stork,n,16.0
2076,asphalt,n,crane,n,16.0
2077,bright,j,grey,j,16.0
2078,flight,n,jaguar,n,16.0
2079,happy,j,toe,n,16.0
2080,bathroom,n,stair,n,16.0
2081,bay,n,curve,n,16.0
2082,foot,n,train,n,16.0
2083,snow,n,sunny,j,16.0
2084,blue,j,happy,j,16.0
2085,sunshine,n,wet,j,16.0
2086,clown,n,jellyfish,n,16.0
2087,family,n,town,n,16.0
2088,pattern,n,time,n,16.0
2089,cherry,n,peel,n,16.0
2090,bakery,n,vehicle,n,16.0
2091,cross,n,post,v,16.0
2092,garbage,n,underground,j,16.0
2093,bible,n,leaf,n,16.0
2094,nature,n,new,j,16.0
2095,cute,j,dude,n,16.0
2096,curve,n,dance,n,16.0
2097,autumn,n,hat,n,16.0
2098,fabric,n,handle,v,16.0
2099,arm,n,white,j,16.0
2100,feel,v,fun,n,16.0
2101,bridge,n,ceramic,j,16.0
2102,ruin,n,valley,n,16.0
2103,castle,n,patio,n,16.0
2104,button,n,grey,j,16.0
2105,club,n,sign,v,16.0
2106,feather,n,insect,n,16.0
2107,hotel,n,oak,n,16.0
2108,alley,n,punk,n,16.0
2109,design,n,muscle,n,16.0
2110,circle,n,snake,n,16.0
2111,auto,n,quote,n,16.0
2112,post,v,white,j,16.0
2113,animal,n,clown,n,16.0
2114,dinner,n,sleep,v,16.0
2115,office,n,woman,n,16.0
2116,line,n,underground,j,16.0
2117,metro,n,television,n,16.0
2118,waterfall,n,wood,n,16.0
2119,relax,v,restaurant,n,16.0
2120,bed,n,stair,n,16.0
2121,dude,n,husky,n,16.0
2122,demolition,n,skyline,n,16.0
2123,ceiling,n,patio,n,16.0
2124,flight,n,museum,n,16.0
2125,paper,n,tattoo,n,16.0
2126,action,n,subway,n,16.0
2127,grave,n,shore,n,16.0
2128,sunshine,n,winter,n,16.0
2129,ford,n,wall,n,16.0
2130,band,n,stocking,n,16.0
2131,dirty,j,tear,n,16.0
2132,leg,n,stripe,n,16.0
2133,family,n,square,j,16.0
2134,eye,n,sky,n,16.0
2135,dinner,n,morning,n,16.0
2136,apartment,n,beach,n,16.0
2137,bus,n,crane,n,16.0
2138,aquarium,n,coin,n,16.0
2139,path,n,sunflower,n,16.0
2140,red,j,uniform,j,16.0
2141,band,n,ear,n,16.0
2142,kitchen,n,staircase,n,16.0
2143,glitter,v,vintage,j,16.0
2144,gold,n,texture,n,16.0
2145,air,n,carnival,n,16.0
2146,guy,n,stand,v,16.0
2147,bacon,n,sweet,j,16.0
2148,abstract,j,feel,v,16.0
2149,band,n,bride,n,16.0
2150,mom,n,sit,v,15.0
2151,foliage,n,purple,j,15.0
2152,husky,n,painting,n,15.0
2153,evening,n,surfer,n,15.0
2154,postcard,n,texture,n,15.0
2155,breakfast,n,night,n,15.0
2156,makeup,n,skull,n,15.0
2157,guy,n,tear,n,15.0
2158,hamster,n,lock,v,15.0
2159,chess,n,family,n,15.0
2160,fun,n,haircut,n,15.0
2161,bud,n,shade,n,15.0
2162,ad,n,track,n,15.0
2163,dead,j,pigeon,n,15.0
2164,chipmunk,n,illustration,n,15.0
2165,cold,j,silver,n,15.0
2166,insect,n,number,n,15.0
2167,bar,n,boat,n,15.0
2168,restaurant,n,scenery,n,15.0
2169,hair,n,stencil,n,15.0
2170,guy,n,idea,n,15.0
2171,gravestone,n,silhouette,n,15.0
2172,bright,j,mist,n,15.0
2173,coin,n,musician,n,15.0
2174,arm,n,bicycle,n,15.0
2175,hang,v,morning,n,15.0
2176,demolition,n,tall,j,15.0
2177,bedroom,n,diner,n,15.0
2178,candle,n,line,n,15.0
2179,bar,n,ship,n,15.0
2180,club,n,cone,n,15.0
2181,art,n,christmas,n,15.0
2182,travel,n,wood,n,15.0
2183,foot,n,outdoor,j,15.0
2184,hang,v,leave,v,15.0
2185,rusty,j,shade,n,15.0
2186,abstract,j,moon,n,15.0
2187,auto,n,round,n,15.0
2188,mist,n,temple,n,15.0
2189,stripe,n,urban,j,15.0
2190,smile,n,view,n,15.0
2191,ripple,n,shadow,n,15.0
2192,dirty,j,fun,n,15.0
2193,haircut,n,hang,v,15.0
2194,brick,n,skyline,n,15.0
2195,bathroom,n,sleep,v,15.0
2196,school,n,tear,n,15.0
2197,cute,j,friend,n,15.0
2198,action,n,dress,n,15.0
2199,cow,n,station,n,15.0
2200,play,v,sailing,n,15.0
2201,fungus,n,pattern,n,15.0
2202,button,n,police,n,15.0
2203,ceramic,j,church,n,15.0
2204,home,n,smoking,n,15.0
2205,food,n,wild,j,15.0
2206,colorful,j,wood,n,15.0
2207,smile,n,time,n,15.0
2208,amphibian,n,flamingo,n,15.0
2209,apartment,n,child,n,15.0
2210,graveyard,n,silver,n,15.0
2211,outfit,n,sign,v,15.0
2212,dude,n,kid,n,15.0
2213,pole,n,weather,n,15.0
2214,city,n,round,n,15.0
2215,nail,n,wolf,n,15.0
2216,night,n,sunshine,n,15.0
2217,bath,n,sleep,v,15.0
2218,hang,v,stencil,n,15.0
2219,cherry,n,meat,n,14.0
2220,blue,j,poster,n,14.0
2221,fire,n,movie,n,14.0
2222,draw,v,wing,n,14.0
2223,husky,n,play,v,14.0
2224,drip,v,rusty,j,14.0
2225,arrow,n,boxer,n,14.0
2226,basket,n,moss,n,14.0
2227,pin,n,wing,n,14.0
2228,apartment,n,valley,n,14.0
2229,guy,n,poodle,n,14.0
2230,seagull,n,urban,j,14.0
2231,dessert,n,tomato,n,14.0
2232,egg,n,family,n,14.0
2233,aircraft,n,guy,n,14.0
2234,dark,j,flamingo,n,14.0
2235,cheerleader,n,scenery,n,14.0
2236,pink,j,shade,n,14.0
2237,couple,n,outdoor,j,14.0
2238,garden,n,smoke,n,14.0
2239,glass,n,mill,n,14.0
2240,race,n,square,j,14.0
2241,paper,n,vine,n,14.0
2242,smile,n,stand,v,14.0
2243,frost,n,summer,n,14.0
2244,bay,n,parking,n,14.0
2245,kiss,n,sit,v,14.0
2246,monkey,n,oak,n,14.0
2247,bead,n,redhead,n,14.0
2248,animal,n,hand,n,14.0
2249,cute,j,music,n,14.0
2250,downtown,j,hockey,n,14.0
2251,dead,j,guy,n,14.0
2252,aircraft,n,asphalt,n,14.0
2253,magazine,n,run,v,14.0
2254,flight,n,rain,n,14.0
2255,bathroom,n,garden,n,14.0
2256,door,n,skyscraper,n,14.0
2257,makeup,n,old,j,14.0
2258,game,n,sign,v,14.0
2259,dead,j,face,n,14.0
2260,friend,n,sexy,j,14.0
2261,flower,n,interior,n,14.0
2262,bag,n,wire,n,14.0
2263,game,n,goat,n,14.0
2264,note,n,rally,n,14.0
2265,stair,n,steel,n,14.0
2266,diamond,n,stencil,n,14.0
2267,nature,n,tv,n,14.0
2268,happy,j,post,v,14.0
2269,abstract,j,rally,n,14.0
2270,party,n,sailing,n,14.0
2271,beard,n,kitty,n,14.0
2272,eat,v,seagull,n,14.0
2273,building,n,sandwich,n,14.0
2274,belly,n,black,j,14.0
2275,leave,v,walk,v,14.0
2276,dark,j,stripe,n,14.0
2277,ford,n,valley,n,14.0
2278,insect,n,stork,n,14.0
2279,animal,n,mural,n,14.0
2280,leather,n,weed,n,14.0
2281,pub,n,wash,v,14.0
2282,leave,v,play,v,14.0
2283,cop,n,gravestone,n,14.0
2284,book,n,building,n,14.0
2285,happy,j,walk,v,14.0
2286,colorful,j,lab,n,14.0
2287,flag,n,quote,n,14.0
2288,sink,v,time,n,14.0
2289,friend,n,sit,v,14.0
2290,lantern,n,oak,n,14.0
2291,sit,v,smile,n,14.0
2292,cottage,n,outfit,n,14.0
2293,downtown,j,lock,v,14.0
2294,pet,n,poster,n,14.0
2295,industrial,j,lake,n,14.0
2296,lick,v,sit,v,14.0
2297,pool,n,rust,n,14.0
2298,stripe,n,train,n,14.0
2299,beef,n,downtown,j,13.0
2300,blonde,j,eye,n,13.0
2301,lady,n,sunset,n,13.0
2302,feel,v,stop,v,13.0
2303,old,j,seat,n,13.0
2304,dirty,j,happy,j,13.0
2305,ruin,n,shore,n,13.0
2306,black,j,paw,n,13.0
2307,egg,n,lego,n,13.0
2308,bear,v,play,v,13.0
2309,black,j,pigeon,n,13.0
2310,feather,n,reptile,n,13.0
2311,gymnastics,n,port,n,13.0
2312,mom,n,snowman,n,13.0
2313,dirty,j,haircut,n,13.0
2314,party,n,seat,n,13.0
2315,lily,n,pig,n,13.0
2316,dirty,j,hang,v,13.0
2317,guy,n,wire,n,13.0
2318,orange,j,shop,n,13.0
2319,cactus,n,fall,v,13.0
2320,circle,n,sport,n,13.0
2321,redhead,n,reflection,n,13.0
2322,cafe,n,reflection,n,13.0
2323,outfit,n,play,v,13.0
2324,bar,n,female,j,13.0
2325,belly,n,dirty,j,13.0
2326,rope,n,train,n,13.0
2327,boardwalk,n,drop,v,13.0
2328,abstract,j,candle,n,13.0
2329,church,n,soldier,n,13.0
2330,boxer,n,reflection,n,13.0
2331,crystal,n,silhouette,n,13.0
2332,feel,v,guy,n,13.0
2333,pattern,n,pier,n,13.0
2334,downtown,j,field,n,13.0
2335,beer,n,wild,j,13.0
2336,hang,v,happy,j,13.0
2337,rope,n,shore,n,13.0
2338,airplane,n,camera,n,13.0
2339,button,n,flower,n,13.0
2340,frozen,j,shop,n,13.0
2341,curl,v,lick,v,13.0
2342,sunny,j,zoo,n,13.0
2343,people,n,stop,v,13.0
2344,bucket,n,insect,n,13.0
2345,fence,n,friend,n,13.0
2346,can,n,sketch,n,13.0
2347,frozen,j,pebble,n,13.0
2348,ceramic,j,live,v,13.0
2349,day,n,horse,n,13.0
2350,bear,v,boxer,n,13.0
2351,iris,n,necklace,n,13.0
2352,lighting,n,person,n,13.0
2353,boot,n,cliff,n,13.0
2354,landscape,n,umbrella,n,13.0
2355,man,n,transformer,n,13.0
2356,dark,j,sand,n,13.0
2357,ruin,n,swimsuit,n,13.0
2358,abstract,j,rose,n,13.0
2359,guy,n,gymnastics,n,12.0
2360,grass,n,ruin,n,12.0
2361,lighting,n,stone,n,12.0
2362,porch,n,scooter,n,12.0
2363,colour,n,wild,j,12.0
2364,crane,n,stair,n,12.0
2365,shore,n,tear,n,12.0
2366,cactus,n,porch,n,12.0
2367,belly,n,draw,v,12.0
2368,fabric,n,photo,n,12.0
2369,lamb,n,lantern,n,12.0
2370,owl,n,rocket,n,12.0
2371,party,n,scooter,n,12.0
2372,display,n,scratch,n,12.0
2373,ball,n,curl,v,12.0
2374,cookie,n,peel,n,12.0
2375,couple,n,post,v,12.0
2376,field,n,red,j,12.0
2377,theatre,n,wolf,n,12.0
2378,blue,j,swing,n,12.0
2379,guy,n,happy,j,12.0
2380,quote,n,santa,n,12.0
2381,dude,n,feel,v,12.0
2382,bath,n,wine,n,12.0
2383,brown,j,wet,j,12.0
2384,kiss,n,stop,v,12.0
2385,husky,n,match,n,12.0
2386,cocktail,n,garage,n,12.0
2387,face,n,stand,v,12.0
2388,kid,n,stop,v,12.0
2389,boxer,n,diner,n,12.0
2390,patio,n,sleep,v,12.0
2391,city,n,family,n,12.0
2392,drop,v,rusty,j,12.0
2393,parade,n,table,n,12.0
2394,dawn,n,drug,n,12.0
2395,design,n,orange,j,12.0
2396,lunch,n,sunshine,n,12.0
2397,dirty,j,dude,n,12.0
2398,fun,n,tear,n,12.0
2399,bikini,n,ivy,n,12.0
2400,step,n,swimsuit,n,12.0
2401,frog,n,poppy,n,12.0
2402,cross,n,pub,n,12.0
2403,frost,n,lily,n,12.0
2404,curve,n,outdoor,j,12.0
2405,collage,n,stream,n,12.0
2406,twig,n,underground,j,12.0
2407,chair,n,holiday,n,12.0
2408,coffee,n,sun,n,12.0
2409,lighting,n,sleep,v,12.0
2410,mill,n,wild,j,12.0
2411,circle,n,wig,n,12.0
2412,highway,n,squirrel,n,12.0
2413,pin,n,truck,n,12.0
2414,boxer,n,swimming,n,12.0
2415,shore,n,small,j,12.0
2416,punk,n,vinyl,n,12.0
2417,number,n,web,n,12.0
2418,brown,j,demolition,n,12.0
2419,interior,n,skyline,n,12.0
2420,breakfast,n,floor,n,12.0
2421,aerial,j,clown,n,12.0
2422,hat,n,peel,n,12.0
2423,baseball,n,rainbow,n,12.0
2424,dude,n,happy,j,12.0
2425,foot,n,mural,n,12.0
